nm_id,name,brand,price,old_price,rating,feedbacks,url,image_url,category,description,reviews
144501565,"/ Смартфон андроид с большим экраном A83 6 128Gb, черный",INOI,4726,4726,"4,6",484 оценки,https://www.wildberries.ru/catalog/144501565/detail.aspx?targetUrl=MI,https://basket-10.wbbasket.ru/vol1445/part144501/144501565/images/c516x688/1.webp,Smartphones,"INOI / Смартфон андроид с большим экраном A83 6 128Gb, черный - популярный выбор покупателей. Выгодная цена 4726₽. Быстрая доставка.","★4: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★4: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
164742814,/ Защитное стекло Inoi a62 lite иной а62 лайт,MSeven,232,232,"4,6",75 оценок,https://www.wildberries.ru/catalog/164742814/detail.aspx?targetUrl=MI,https://basket-11.wbbasket.ru/vol1647/part164742/164742814/images/c516x688/1.webp,Smartphones,"Оригинальный / Защитное стекло Inoi a62 lite иной а62 лайт от производителя MSeven. Гарантия качества. Рейтинг 4,6★","★4: Заказываю уже второй раз. Качество отличное! | ★4: Средне. Ожидал лучшего качества, но за эту цену норм."
143329828,/ Чехол на A17K Оппо А17К,oppo,339,339,"4,9",303 оценки,https://www.wildberries.ru/catalog/143329828/detail.aspx?targetUrl=MI,https://basket-10.wbbasket.ru/vol1433/part143329/143329828/images/c516x688/1.webp,Smartphones,oppo / Чехол на A17K Оппо А17К - популярный выбор покупателей. Выгодная цена 339₽. Быстрая доставка.,"★4: Хороший товар за свои деньги. Пришел быстро, все целое. | ★4: Нормальный товар. Качество среднее, но цена соответствует."
152697072,,Samsung,,,"3,6",,https://www.wildberries.ru/catalog/152697072/detail.aspx?targetUrl=MI,https://basket-10.wbbasket.ru/vol1526/part152697/152697072/images/c516x688/1.webp,Smartphones," (Samsung) - проверенный товар с высоким рейтингом 3,6★. Категория Smartphones.","★4: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★4: Нормальный товар. Качество среднее, но цена соответствует."
478434213,/ Наушники беспроводные с микрофоном Pro 2,Pods2,1251,1251,"4,7",1 412 оценок,https://www.wildberries.ru/catalog/478434213/detail.aspx,https://alm-basket-cdn-05.geobasket.net/vol4784/part478434/478434213/images/c516x688/1.webp,Headphones,Pods2 / Наушники беспроводные с микрофоном Pro 2 - популярный выбор покупателей. Выгодная цена 1251₽. Быстрая доставка.,"★4: Очень доволен покупкой. Соответствует описанию, упаковка хорошая. | ★4: Нормальный товар. Качество среднее, но цена соответствует."
370854879,"/ Беспроводные наушники E-310B TWS, стерео",Sven,1324,1324,"4,8",219 оценок,https://www.wildberries.ru/catalog/370854879/detail.aspx,https://alm-basket-cdn-01.geobasket.net/vol3708/part370854/370854879/images/c516x688/1.webp,Headphones,"Оригинальный / Беспроводные наушники E-310B TWS, стерео от производителя Sven. Гарантия качества. Рейтинг 4,8★","★4: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★4: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
370890069,/ Наушники беспроводные для iphone Air 3,SmartSale,917,917,"4,7",24 755 оценок,https://www.wildberries.ru/catalog/370890069/detail.aspx,https://alm-basket-cdn-01.geobasket.net/vol3708/part370890/370890069/images/c516x688/1.webp,Headphones,"/ Наушники беспроводные для iphone Air 3 от SmartSale. Отличное качество, высокий рейтинг покупателей. Доступно на Wildberries.","★4: Супер! Брал по акции, качество на высоте. Буду заказывать еще. | ★4: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
173823377,Беспроводные наушники JBL Air-6,Unknown,752,752,"4,7",444 оценки,https://www.wildberries.ru/catalog/173823377/detail.aspx,https://alm-basket-cdn-04.geobasket.net/vol1738/part173823/173823377/images/c516x688/1.webp,Headphones,"Беспроводные наушники JBL Air-6 от Unknown. Отличное качество, высокий рейтинг покупателей. Доступно на Wildberries.","★4: Супер! Брал по акции, качество на высоте. Буду заказывать еще. | ★4: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
208128422,/ Беспроводные спортивные наушники для телефона на шею,GiViL,891,891,"4,7",5 370 оценок,https://www.wildberries.ru/catalog/208128422/detail.aspx,https://alm-basket-cdn-04.geobasket.net/vol2081/part208128/208128422/images/c516x688/1.webp,Headphones,GiViL / Беспроводные спортивные наушники для телефона на шею - популярный выбор покупателей. Выгодная цена 891₽. Быстрая доставка.,"★4: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★4: Нормальный товар. Качество среднее, но цена соответствует."
143211912,Наушники проводные с микрофоном вакуумные T110,Unknown,326,326,"4,5",7 673 оценки,https://www.wildberries.ru/catalog/143211912/detail.aspx,https://alm-basket-cdn-04.geobasket.net/vol1432/part143211/143211912/images/c516x688/1.webp,Headphones,"Качественный товар Наушники проводные с микрофоном вакуумные T110 бренда Unknown. Категория: Headphones. Рейтинг: 4,5★","★4: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★4: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
458679815,Беспроводные Наушники A Pods Pro 2 с шумоподавлением,Unknown,438,438,"4,9",20 оценок,https://www.wildberries.ru/catalog/458679815/detail.aspx,https://alm-basket-cdn-02.geobasket.net/vol4586/part458679/458679815/images/c516x688/1.webp,Headphones,Unknown Беспроводные Наушники A Pods Pro 2 с шумоподавлением - популярный выбор покупателей. Выгодная цена 438₽. Быстрая доставка.,"★4: Заказываю уже второй раз. Качество отличное! | ★4: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
442778001,/ Наушники беспроводные для андроид,VSO,737,737,"4,5",261 оценка,https://www.wildberries.ru/catalog/442778001/detail.aspx,https://alm-basket-cdn-03.geobasket.net/vol4427/part442778/442778001/images/c516x688/1.webp,Headphones,VSO / Наушники беспроводные для андроид - популярный выбор покупателей. Выгодная цена 737₽. Быстрая доставка.,"★4: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★4: Средне. Ожидал лучшего качества, но за эту цену норм."
366644290,/ Наушники беспроводные с микрофоном FreeBuds SE 3,Huawei,2233,2233,"4,9",42 оценки,https://www.wildberries.ru/catalog/366644290/detail.aspx,https://alm-basket-cdn-02.geobasket.net/vol3666/part366644/366644290/images/c516x688/1.webp,Headphones,"/ Наушники беспроводные с микрофоном FreeBuds SE 3 от Huawei. Отличное качество, высокий рейтинг покупателей. Доступно на Wildberries.","★4: Супер! Брал по акции, качество на высоте. Буду заказывать еще. | ★4: Средне. Ожидал лучшего качества, но за эту цену норм."
557361676,/ Наушники FreeBuds 7i Чёрные,Huawei,7663,7663,"4,9",26 оценок,https://www.wildberries.ru/catalog/557361676/detail.aspx,https://alm-basket-cdn-03.geobasket.net/vol5573/part557361/557361676/images/c516x688/1.webp,Headphones,Huawei / Наушники FreeBuds 7i Чёрные - популярный выбор покупателей. Выгодная цена 7663₽. Быстрая доставка.,"★4: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★4: Нормальный товар. Качество среднее, но цена соответствует."
142996490,/ Беспроводные спортивные наушники с микрофоном на шею,Dressphone,792,792,"4,7",3 350 оценок,https://www.wildberries.ru/catalog/142996490/detail.aspx,https://alm-basket-cdn-02.geobasket.net/vol1429/part142996/142996490/images/c516x688/1.webp,Headphones,"Качественный товар / Беспроводные спортивные наушники с микрофоном на шею бренда Dressphone. Категория: Headphones. Рейтинг: 4,7★","★4: Супер! Брал по акции, качество на высоте. Буду заказывать еще. | ★4: Средне. Ожидал лучшего качества, но за эту цену норм."
210804749,/ Беспроводные наушники JBL AIR PRO2 LUX,James Bullough Lansing,489,489,"4,7",23 оценки,https://www.wildberries.ru/catalog/210804749/detail.aspx,https://alm-basket-cdn-01.geobasket.net/vol2108/part210804/210804749/images/c516x688/1.webp,Headphones,"Оригинальный / Беспроводные наушники JBL AIR PRO2 LUX от производителя James Bullough Lansing. Гарантия качества. Рейтинг 4,7★","★4: Очень доволен покупкой. Соответствует описанию, упаковка хорошая. | ★4: Нормальный товар. Качество среднее, но цена соответствует."
461217314,/ Беспроводные Bluetooth наушники AP-B710MV с микрофоном и ANC,Sven,1923,1923,"4,9",307 оценок,https://www.wildberries.ru/catalog/461217314/detail.aspx,https://alm-basket-cdn-01.geobasket.net/vol4612/part461217/461217314/images/c516x688/1.webp,Headphones,"Оригинальный / Беспроводные Bluetooth наушники AP-B710MV с микрофоном и ANC от производителя Sven. Гарантия качества. Рейтинг 4,9★","★4: Хороший товар за свои деньги. Пришел быстро, все целое. | ★4: Нормальный товар. Качество среднее, но цена соответствует."
258958339,Наушники EarPods Lightning MWTY3ZM A Белые,Unknown,1579,1579,"4,8",253 оценки,https://www.wildberries.ru/catalog/258958339/detail.aspx,https://alm-basket-cdn-01.geobasket.net/vol2589/part258958/258958339/images/c516x688/1.webp,Headphones,"Качественный товар Наушники EarPods Lightning MWTY3ZM A Белые бренда Unknown. Категория: Headphones. Рейтинг: 4,8★","★4: Очень доволен покупкой. Соответствует описанию, упаковка хорошая. | ★4: Средне. Ожидал лучшего качества, но за эту цену норм."
355565981,/ Наушники беспроводные спортивные для iPhone и Android M25,DAMIX,333,333,4,331 оценка,https://www.wildberries.ru/catalog/355565981/detail.aspx,https://alm-basket-cdn-03.geobasket.net/vol3555/part355565/355565981/images/c516x688/1.webp,Headphones,"/ Наушники беспроводные спортивные для iPhone и Android M25 от DAMIX. Отличное качество, высокий рейтинг покупателей. Доступно на Wildberries.","★4: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★4: Средне. Ожидал лучшего качества, но за эту цену норм."
209928876,/ Наушники беспроводные APro 2 для iPhone Android,E-shop,1082,1082,"4,5",24 770 оценок,https://www.wildberries.ru/catalog/209928876/detail.aspx?targetUrl=MI,https://alm-basket-cdn-03.geobasket.net/vol2099/part209928/209928876/images/c516x688/1.webp,Headphones,"Оригинальный / Наушники беспроводные APro 2 для iPhone Android от производителя E-shop. Гарантия качества. Рейтинг 4,5★","★4: Супер! Брал по акции, качество на высоте. Буду заказывать еще. | ★4: Нормальный товар. Качество среднее, но цена соответствует."
181592486,/ Наушники беспроводные ИИ Bluetooth 5.3 игровые на шею,ЛАСКОВЫЙ ТИГРЁНОК,574,574,"4,6",1 044 оценки,https://www.wildberries.ru/catalog/181592486/detail.aspx?targetUrl=MI,https://alm-basket-cdn-03.geobasket.net/vol1815/part181592/181592486/images/c516x688/1.webp,Headphones,"Качественный товар / Наушники беспроводные ИИ Bluetooth 5.3 игровые на шею бренда ЛАСКОВЫЙ ТИГРЁНОК. Категория: Headphones. Рейтинг: 4,6★","★4: Супер! Брал по акции, качество на высоте. Буду заказывать еще. | ★4: Нормальный товар. Качество среднее, но цена соответствует."
183550937,/ Беспроводные наушники EQ6,HOCO,1373,1373,"4,9",695 оценок,https://www.wildberries.ru/catalog/183550937/detail.aspx?targetUrl=MI,https://alm-basket-cdn-04.geobasket.net/vol1835/part183550/183550937/images/c516x688/1.webp,Headphones,"/ Беспроводные наушники EQ6 (HOCO) - проверенный товар с высоким рейтингом 4,9★. Категория Headphones.","★4: Заказываю уже второй раз. Качество отличное! | ★4: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
168792950,/ Беспроводные наушники EQ2,HOCO,822,822,"4,8",1 926 оценок,https://www.wildberries.ru/catalog/168792950/detail.aspx?targetUrl=MI,https://alm-basket-cdn-02.geobasket.net/vol1687/part168792/168792950/images/c516x688/1.webp,Headphones,"/ Беспроводные наушники EQ2 от HOCO. Отличное качество, высокий рейтинг покупателей. Доступно на Wildberries.","★4: Хороший товар за свои деньги. Пришел быстро, все целое. | ★4: Нормальный товар. Качество среднее, но цена соответствует."
152457096,,AKAE,,,"4,9",,https://www.wildberries.ru/catalog/152457096/detail.aspx?targetUrl=MI,https://alm-basket-cdn-03.geobasket.net/vol1524/part152457/152457096/images/c516x688/1.webp,Headphones," от AKAE. Отличное качество, высокий рейтинг покупателей. Доступно на Wildberries.","★4: Заказываю уже второй раз. Качество отличное! | ★4: Нормальный товар. Качество среднее, но цена соответствует."
468725143,/ Ноутбук игровой Cyborg 15 B2RWEKG-235XRU,MSI,103187,103187,5,22 оценки,https://www.wildberries.ru/catalog/468725143/detail.aspx,https://alm-basket-cdn-05.geobasket.net/vol4687/part468725/468725143/images/c516x688/1.webp,Laptops,Оригинальный / Ноутбук игровой Cyborg 15 B2RWEKG-235XRU от производителя MSI. Гарантия качества. Рейтинг 5★,"★5: Очень доволен покупкой. Соответствует описанию, упаковка хорошая. | ★5: Хороший товар за свои деньги. Пришел быстро, все целое."
492782104,/ Ноутбук игровой Thin 15 B13VE-3200XRU (9S7-16R831-3200),MSI,84620,84620,"4,9",20 оценок,https://www.wildberries.ru/catalog/492782104/detail.aspx,https://alm-basket-cdn-01.geobasket.net/vol4927/part492782/492782104/images/c516x688/1.webp,Laptops,"/ Ноутбук игровой Thin 15 B13VE-3200XRU (9S7-16R831-3200) от MSI. Отличное качество, высокий рейтинг покупателей. Доступно на Wildberries.","★4: Заказываю уже второй раз. Качество отличное! | ★4: Нормальный товар. Качество среднее, но цена соответствует."
669818974,/ ноутбук S14-G1 I7-13620H 16G+512G 16 10,INSPUR,35201,35201,0,0,https://www.wildberries.ru/catalog/669818974/detail.aspx,https://alm-basket-cdn-01.geobasket.net/vol6698/part669818/669818974/images/c516x688/1.webp,Laptops,Оригинальный / ноутбук S14-G1 I7-13620H 16G+512G 16 10 от производителя INSPUR. Гарантия качества. Рейтинг 0★,"★0: Нормальный товар. Качество среднее, но цена соответствует. | ★0: Средне. Ожидал лучшего качества, но за эту цену норм."
538317372,/ WUJIE 14 ноутбук Ryzen 7 7840HS 16G+512G 2.8K,MECHREVO,35973,35973,"4,5",11 оценок,https://www.wildberries.ru/catalog/538317372/detail.aspx,https://alm-basket-cdn-04.geobasket.net/vol5383/part538317/538317372/images/c516x688/1.webp,Laptops,MECHREVO / WUJIE 14 ноутбук Ryzen 7 7840HS 16G+512G 2.8K - популярный выбор покупателей. Выгодная цена 35973₽. Быстрая доставка.,"★4: Хороший товар за свои деньги. Пришел быстро, все целое. | ★4: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
574440423,/ G3 Игровые ноутбуки I7 9750H GTX 1660Ti,DELL,42156,42156,5,3 оценки,https://www.wildberries.ru/catalog/574440423/detail.aspx,https://alm-basket-cdn-05.geobasket.net/vol5744/part574440/574440423/images/c516x688/1.webp,Laptops,DELL / G3 Игровые ноутбуки I7 9750H GTX 1660Ti - популярный выбор покупателей. Выгодная цена 42156₽. Быстрая доставка.,"★5: Очень доволен покупкой. Соответствует описанию, упаковка хорошая. | ★5: Хороший товар за свои деньги. Пришел быстро, все целое."
323185646,"/ Ноутбук игровой L15 Star 2K XL 15.6"", 32 ГБ SSD 1 ТБ RTX4060",Machenike,124459,124459,5,5 оценок,https://www.wildberries.ru/catalog/323185646/detail.aspx,https://alm-basket-cdn-03.geobasket.net/vol3231/part323185/323185646/images/c516x688/1.webp,Laptops,"Machenike / Ноутбук игровой L15 Star 2K XL 15.6"", 32 ГБ SSD 1 ТБ RTX4060 - популярный выбор покупателей. Выгодная цена 124459₽. Быстрая доставка.","★5: Очень доволен покупкой. Соответствует описанию, упаковка хорошая. | ★5: Супер! Брал по акции, качество на высоте. Буду заказывать еще."
293388568,"/ Ноутбук 15.6"" Intel N100, 8 256, Windows 11",Vitumi,19871,19871,"4,7",251 оценка,https://www.wildberries.ru/catalog/293388568/detail.aspx,https://alm-basket-cdn-05.geobasket.net/vol2933/part293388/293388568/images/c516x688/1.webp,Laptops,"Оригинальный / Ноутбук 15.6"" Intel N100, 8 256, Windows 11 от производителя Vitumi. Гарантия качества. Рейтинг 4,7★","★4: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★4: Средне. Ожидал лучшего качества, но за эту цену норм."
689040893,/ S14-G1 ноутбук I5-13500H 16G+512G 16 10,INSPUR,31794,31794,0,0,https://www.wildberries.ru/catalog/689040893/detail.aspx,https://alm-basket-cdn-05.geobasket.net/vol6890/part689040/689040893/images/c516x688/1.webp,Laptops,INSPUR / S14-G1 ноутбук I5-13500H 16G+512G 16 10 - популярный выбор покупателей. Выгодная цена 31794₽. Быстрая доставка.,"★0: Средне. Ожидал лучшего качества, но за эту цену норм. | ★0: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
526422773,/ Игровые ноутбуки G3 I5 9300H GTX1650,DELL,34491,34491,"4,2",5 оценок,https://www.wildberries.ru/catalog/526422773/detail.aspx,https://alm-basket-cdn-05.geobasket.net/vol5264/part526422/526422773/images/c516x688/1.webp,Laptops,"Качественный товар / Игровые ноутбуки G3 I5 9300H GTX1650 бренда DELL. Категория: Laptops. Рейтинг: 4,2★","★4: Заказываю уже второй раз. Качество отличное! | ★4: Средне. Ожидал лучшего качества, но за эту цену норм."
468726623,/ Ноутбук игровой Cyborg 15 B2RWEKG-236XRU,MSI,98413,98413,5,1 оценка,https://www.wildberries.ru/catalog/468726623/detail.aspx,https://alm-basket-cdn-05.geobasket.net/vol4687/part468726/468726623/images/c516x688/1.webp,Laptops,/ Ноутбук игровой Cyborg 15 B2RWEKG-236XRU (MSI) - проверенный товар с высоким рейтингом 5★. Категория Laptops.,"★5: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★5: Заказываю уже второй раз. Качество отличное!"
377420413,"/ Ноутбук Fortis M 15.6"" IPS Core i3 8 256ГБ Windows 11",Digma Pro,29377,29377,5,1 оценка,https://www.wildberries.ru/catalog/377420413/detail.aspx,https://alm-basket-cdn-05.geobasket.net/vol3774/part377420/377420413/images/c516x688/1.webp,Laptops,"Digma Pro / Ноутбук Fortis M 15.6"" IPS Core i3 8 256ГБ Windows 11 - популярный выбор покупателей. Выгодная цена 29377₽. Быстрая доставка.","★5: Супер! Брал по акции, качество на высоте. Буду заказывать еще. | ★5: Хороший товар за свои деньги. Пришел быстро, все целое."
498746383,/ ноутбук Ryzen 7 7840HS 16G+512G 2.8K 16 10 WUJIE14,MECHREVO,36336,36336,"4,8",12 оценок,https://www.wildberries.ru/catalog/498746383/detail.aspx,https://alm-basket-cdn-05.geobasket.net/vol4987/part498746/498746383/images/c516x688/1.webp,Laptops,"Оригинальный / ноутбук Ryzen 7 7840HS 16G+512G 2.8K 16 10 WUJIE14 от производителя MECHREVO. Гарантия качества. Рейтинг 4,8★","★4: Заказываю уже второй раз. Качество отличное! | ★4: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
677432102,Ноутбук игровой,Unknown,70969,70969,0,0,https://www.wildberries.ru/catalog/677432102/detail.aspx,https://alm-basket-cdn-04.geobasket.net/vol6774/part677432/677432102/images/c516x688/1.webp,Laptops,Unknown Ноутбук игровой - популярный выбор покупателей. Выгодная цена 70969₽. Быстрая доставка.,"★0: Средне. Ожидал лучшего качества, но за эту цену норм. | ★0: В целом неплохо. Есть небольшие недостатки, но пользоваться можно."
585319569,Ноутбук игровой,Unknown,163650,163650,4,1 оценка,https://www.wildberries.ru/catalog/585319569/detail.aspx,https://alm-basket-cdn-01.geobasket.net/vol5853/part585319/585319569/images/c516x688/1.webp,Laptops,"Ноутбук игровой от Unknown. Отличное качество, высокий рейтинг покупателей. Доступно на Wildberries.","★4: Отличный товар! Качество превосходное, доставка быстрая. Рекомендую! | ★4: Нормальный товар. Качество среднее, но цена соответствует."
